Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V28,Amount,FraudNominated,Normal
29753,0.26961409,3.549755129,-5.810353445,5.809369574,1.538807934,-2.269219136,-0.824203333,0.351069915,-3.759059456,-4.592389806,5.47939151,-5.657857541,-2.64807609,-10.38488974,-0.225946408,-0.701882909,0.409735841,0.939603694,-1.954299955,0.310524633,0.371121111,-0.32228952,-0.549855883,-0.520628959,1.378210387,0.564714293,0.553254714,0.402400009,0.402400009,0.68,1,0
26833,-20.53275108,12.37398914,-23.00900291,6.144820978,-15.587296,-4.384490669,-15.93900269,13.69641612,-3.948454919,-8.789723363,5.612347108,-7.914422366,0.307819968,-8.328600888,-0.006979295,-6.824524172,-13.31607919,-4.921612087,1.188204208,1.592753931,1.754607609,-1.466115253,-0.856778636,0.125776576,1.40258699,-0.223754857,1.574248735,0.469200693,0.469200693,99.99,1,0
132086,-0.361427839,1.133471917,-2.97136044,-0.283072526,0.371451593,-0.574679962,4.031513441,-0.934397841,-0.768254682,-2.248115174,-0.482409384,-0.690550364,0.181274905,-2.372551798,-0.006868046,0.146399069,1.759314194,1.083039514,-0.391047742,-0.025861622,0.110814637,0.563860613,-0.408436059,-0.880078913,1.408392323,-0.137402363,-0.001249817,-0.182750897,-0.182750897,480.72,1,0
7543,0.329594333,3.712889295,-5.775935108,6.078265506,1.667359013,-2.420168414,-0.812891249,0.133080118,-2.214311312,-5.134454471,4.560720106,-8.873748362,-0.7974836,-9.17716637,-0.257024775,-0.87168849,1.313013629,0.773913873,-2.370599451,0.269772776,0.156617169,-0.652450441,-0.551572219,-0.716521635,1.415716615,0.55526474,0.530507389,0.404474055,0.404474055,1,1,0
26863,-21.20911959,12.65219683,-23.55393294,6.17407791,-16.02665813,-4.422194594,-16.22944373,14.1160019,-3.922741449,-8.720244515,5.493886837,-7.740815864,0.38481423,-8.078240669,-0.014899604,-6.70128887,-13.15926686,-4.903031495,1.146275248,1.602438837,1.758440075,-1.522588162,-0.903860198,0.130166452,1.454856519,-0.223214403,1.55092845,0.461459567,0.461459567,99.99,1,0
7551,0.316459,3.809075947,-5.615159011,6.047445102,1.554025957,-2.651353112,-0.746579273,0.055586311,-2.678678542,-4.959492912,6.439053352,-7.520117393,0.386351667,-9.252307247,-1.365188415,-0.502362191,0.784426598,1.494304607,-1.808012159,0.388307428,0.208828369,-0.511746619,-0.583813221,-0.219845029,1.474752584,0.491191926,0.518868285,0.402528068,0.402528068,1,1,0
7526,0.008430365,4.137836835,-6.240696572,6.675732163,0.768307025,-3.353059548,-1.631734673,0.154612448,-2.795892464,-6.18789063,5.664394709,-9.854484823,-0.306166658,-10.69119621,-0.638498193,-2.041973791,-1.129055877,0.116452521,-1.934665739,0.488378221,0.36451421,-0.608057134,-0.539527942,0.128939983,1.48848121,0.507962678,0.735821636,0.513573741,0.513573741,1,1,0
7519,1.234235046,3.019740421,-4.304596885,4.73279513,3.624200831,-1.357745663,1.713444988,-0.496358487,-1.28285782,-2.447469255,2.101343865,-4.609628391,1.464377625,-6.079337193,-0.339237373,2.581850954,6.739384385,3.042493178,-2.721853122,0.009060836,-0.379068307,-0.704181032,-0.656804756,-1.632652957,1.488901448,0.566797273,-0.010016223,0.146792735,0.146792735,1,1,0
26899,-21.88543391,12.93050512,-24.09887185,6.203314192,-16.46609912,-4.459842126,-16.51983598,14.53556472,-3.897021888,-8.650758329,5.375433907,-7.567213541,0.461807829,-7.827891399,-0.022814853,-6.578041503,-13.00245946,-4.884467239,1.104354735,1.611998219,1.762231769,-1.579055101,-0.951042745,0.134565292,1.507110398,-0.222670857,1.527655278,0.453698639,0.453698639,99.99,1,0
8415,-0.25147096,4.313523326,-6.891437717,6.796796681,0.616296505,-2.966326542,-2.436652527,0.489327899,-3.371638572,-6.810813099,7.620089058,-10.28528252,-0.342444334,-11.54349792,-1.334987903,-2.689284204,-3.204383403,0.086521896,-1.314495097,0.632709964,0.536892074,-0.546126024,-0.605239548,-0.26374346,1.539915831,0.523573697,0.891024688,0.572740667,0.572740667,1,1,0
26931,-22.56169926,13.20890428,-24.64381878,6.232531823,-16.90561136,-4.49743872,-16.81018419,14.95510677,-3.871296823,-8.581265516,5.25698761,-7.393614992,0.538800829,-7.577552018,-0.030725532,-6.454783237,-12.84565652,-4.865917737,1.06244185,1.621444225,1.765986636,-1.635516647,-0.998316503,0.138972227,1.55935014,-0.222124517,1.50442466,0.445919826,0.445919826,99.99,1,0
11092,0.378274504,3.914796789,-5.726872015,6.094140959,1.698875264,-2.807313947,-0.591118213,-0.123495593,-2.530712814,-5.15309461,4.654088423,-7.839538998,1.37181858,-9.634689713,-0.739596856,-0.663203946,0.891934541,0.978675639,-2.005476603,0.440439441,0.149895683,-0.601967246,-0.613724336,-0.403113688,1.568445256,0.521883934,0.52793775,0.411910406,0.411910406,1,1,0
7535,0.026779226,4.132463897,-6.560599968,6.348556673,1.329665669,-2.513478848,-1.6891022,0.303252801,-3.139409057,-6.045467798,6.754625448,-8.948178579,0.702724998,-10.7338541,-1.379519857,-1.638960115,-1.746350136,0.776744098,-1.327356635,0.587743219,0.370508651,-0.576752473,-0.669605372,-0.75990753,1.60505555,0.540675396,0.737040382,0.496699108,0.496699108,1,1,0
26961,-23.23792024,13.48738579,-25.18877297,6.261732551,-17.34518817,-4.534989152,-17.10049248,15.37463003,-3.845566772,-8.511766697,5.138547322,-7.220019864,0.615793286,-7.3272216,-0.038632069,-6.331515094,-12.68885763,-4.847381607,1.020535879,1.630787483,1.769708129,-1.691973305,-1.045672923,0.1433865,1.611577072,-0.221575645,1.481232606,0.438124805,0.438124805,99.99,1,0
27163,-23.91410089,13.76594216,-25.73373377,6.290917914,-17.78482366,-4.57249762,-17.39076447,15.79413618,-3.819832187,-8.442262418,5.020112498,-7.046427847,0.692785249,-7.076899329,-0.046534841,-6.208237973,-12.5320624,-4.828857633,0.978636193,1.640037335,1.773399282,-1.748425521,-1.093104488,0.147807442,1.663792357,-0.221024471,1.458075611,0.430315049,0.430315049,99.99,1,0
11080,-2.125489826,5.973555692,-11.03472723,9.007146872,-1.689450534,-2.854415285,-7.810440745,2.030869946,-5.902828122,-12.84093382,12.01891318,-17.76914346,-0.431035658,-19.21432549,-0.962464575,-10.26660918,-15.5033921,-5.494927642,-0.410480977,1.493774646,1.646518293,-0.278484511,-0.664841294,-1.164555369,1.701796414,0.690805615,2.119748733,1.108933403,1.108933403,1,1,0
27187,-24.59024477,14.04456678,-26.27870059,6.320089265,-18.22451267,-4.609967826,-17.68100337,16.21362675,-3.794093469,-8.37275316,4.901682655,-6.872838664,0.769776763,-6.826584487,-0.05443418,-6.084952665,-12.37527053,-4.810344741,0.936742238,1.649202022,1.777062772,-1.804873686,-1.140604569,0.152234466,1.715997024,-0.220471199,1.434950581,0.422491858,0.422491858,99.99,1,0
27219,-25.26635502,14.32325381,-26.82367291,6.349247807,-18.66425061,-4.647403049,-17.97121202,16.63310306,-3.768350971,-8.303239351,4.783257367,-6.699252074,0.846767865,-6.576276436,-0.06233038,-5.961659873,-12.21848172,-4.791841983,0.894853522,1.658288844,1.78070097,-1.861318147,-1.188167293,0.156667051,1.768191982,-0.219916008,1.411854777,0.414656384,0.414656384,99.99,1,0
27252,-25.94243445,14.60199804,-27.36865029,6.378394608,-19.1040334,-4.684806204,-18.26139293,17.05256631,-3.74260501,-8.23372137,4.664836254,-6.52566786,0.923758589,-6.325974612,-0.070223703,-5.838360219,-12.06169571,-4.773348514,0.852969608,1.66730429,1.784315984,-1.917759213,-1.235787439,0.161104732,1.820378041,-0.219359059,1.388785762,0.40680965,0.40680965,99.99,1,0
28625,-27.84818067,15.59819266,-28.92375595,6.418441747,-20.34622816,-4.828202466,-19.21089642,18.32940553,-3.668734939,-8.009159386,4.303095818,-6.008660007,1.138968829,-5.58044712,-0.110737116,-5.491073262,-11.5885436,-4.715420171,0.734573493,1.697856263,1.802149134,-2.062934276,-1.269843436,0.165409188,1.999499113,-0.211058522,1.324809493,0.388090178,0.388090178,99.99,1,0
28143,-27.14367842,15.36580438,-28.40742446,6.370895347,-20.08787757,-4.666313063,-18.70947882,17.90357438,-3.722278738,-8.120961738,4.419943456,-6.210941121,1.063837395,-5.843528381,-0.108836449,-5.606597326,-11.75625561,-4.714946761,0.783577594,1.703887646,1.796826389,-1.960973717,-0.902247452,0.144011442,2.024388039,-0.204214066,1.332153059,0.385890728,0.385890728,99.99,1,0
28658,-28.52426759,15.87692299,-29.46873209,6.447591402,-20.78600004,-4.865613418,-19.50108408,18.74887195,-3.642989819,-7.939642419,4.184673689,-5.835075215,1.215959645,-5.330143782,-0.118631138,-5.367775276,-11.43175691,-4.696924444,0.692688412,1.706889062,1.805769784,-2.119376168,-1.317449622,0.16984563,2.051687335,-0.210502,1.301733965,0.380246181,0.380246181,99.99,1,0
28692,-29.20032859,16.15570143,-30.01371249,6.47673118,-21.22580965,-4.902997397,-19.79124841,19.16832739,-3.617241786,-7.870121943,4.066255073,-5.661492423,1.292950145,-5.079845681,-0.12652274,-5.24447152,-11.27497259,-4.678436529,0.650807371,1.715861824,1.809370933,-2.175815203,-1.365104108,0.17428636,2.103868072,-0.209943999,1.278680971,0.372392714,0.372392714,99.99,1,0
28726,-29.87636551,16.43452455,-30.55869682,6.505861787,-21.6656543,-4.940356329,-20.08139107,19.58777262,-3.591491047,-7.800598208,3.947839717,-5.487911486,1.369940349,-4.829552443,-0.134412095,-5.121162405,-11.11819045,-4.65995587,0.608930081,1.724778838,1.812953975,-2.232251588,-1.412803443,0.17873107,2.156041858,-0.209384624,1.255648901,0.364530453,0.364530453,99.99,1,0
28755,-30.55238004,16.71338924,-31.10368482,6.534983864,-22.10553152,-4.977691964,-20.37151359,20.00720837,-3.565737791,-7.731071441,3.829427395,-5.314332276,1.44693028,-4.579263728,-0.14229936,-4.997848304,-10.96141036,-4.641481959,0.56705628,1.733643994,1.816520171,-2.288685505,-1.460544499,0.183179483,2.208209178,-0.208823971,1.232636295,0.356660011,0.356660011,99.99,1,0
63675,-11.98774976,-15.66745414,-2.708455889,3.414537294,4.700217338,-5.745405495,-9.455360325,-5.717320279,4.114789914,0.066966217,-0.070923113,2.18107927,-1.455875632,1.793548308,2.806323135,1.128762229,0.498369349,-1.420568842,-1.852324678,-0.936071093,-1.331899827,-5.939371558,-44.8077352,3.124266851,-10.29539707,-1.653193178,5.002870908,-0.148891914,-0.148891914,6000,0,1
145283,-21.53247752,-34.70476762,-8.303035277,10.26417507,3.95717475,-3.229694633,-4.066768336,-4.083970951,0.554071559,-2.166866635,0.939704995,3.108921668,0.808612502,4.109779298,3.017038755,0.55401783,1.17460855,0.601034641,-4.353679485,19.74645308,5.198717593,-7.331077842,-32.828995,0.118985765,-8.69662677,-1.778061476,-0.519785758,2.716716461,2.716716461,10000,0,1
26525,-3.156608082,-2.895171405,3.300964194,1.55056201,16.16082387,-8.71053567,-17.93696565,0.4923468,1.85180879,3.333233517,2.098537071,2.7233634,-1.236551153,1.274732961,2.228561414,-1.469456458,2.117834421,-2.827845684,-1.173909493,-1.444388083,0.831647372,-4.12041005,-26.75111866,0.002921936,-7.495741104,-0.376964215,1.811646791,1.056890727,1.056890727,8.94,0,1
95286,-34.54929609,-60.46461766,-21.34085413,16.87534403,-19.22907534,6.335259461,24.42271565,-4.964566182,0.188912106,-8.908182149,-0.083513513,-2.281866064,3.739365881,5.989210332,2.582161785,3.032873934,0.530778941,4.712397566,-6.938297318,38.11720913,11.50257996,-9.499422964,-16.51318591,0.744341224,-7.081325346,-2.604550553,-3.550963149,3.250802146,3.250802146,18910,0,1
48401,-36.80231991,-63.34469832,-20.6457939,16.71553737,-20.67206388,7.694002335,24.95658734,-4.730110698,-2.687311754,-8.423403792,1.18635975,1.879982056,3.496722673,4.082503452,1.406178068,0.773132921,0.902963575,5.041069185,-7.21352743,39.42090425,11.45531334,-10.9331437,-17.17366494,1.180700133,-7.025783182,-2.534329721,-3.602479476,3.450224481,3.450224481,19656.53,0,1
147747,-3.22624812,-4.18537079,2.846206071,2.190220229,21.12013733,-14.35298577,-23.38619225,-0.073602794,2.898907747,3.198511581,1.153874928,2.805314529,-1.835744606,-0.694023,-0.053139264,-0.358613203,3.235706357,-0.775773812,-0.462197785,-1.857644879,0.861730352,-5.513445697,-36.66600007,1.348054608,-6.712623728,0.229669178,1.789948935,1.279816181,1.279816181,12.31,0,1
144755,-11.06602671,-5.312983528,-13.39143232,2.674077497,-27.73748743,16.41063752,21.44450816,-9.611082948,0.999300482,-2.656895503,0.588600135,-0.060554715,1.984299951,-0.167344377,3.359356509,5.562387814,-1.321160012,-2.028295115,-0.786453577,-16.07366116,-6.647065787,-1.647270735,-30.26972001,3.340880348,-6.429333989,0.167627551,8.104297442,-2.282918628,-2.282918628,8360,0,1
50770,-3.03640141,-1.988323511,4.22610848,4.50106554,14.30688991,-9.312813627,-16.38714667,-0.112236278,0.639804236,3.492219356,1.576426886,2.87943586,0.14565482,-0.1186937,-0.036893293,-0.588776962,2.03154819,-0.919950862,0.729253477,-1.154751452,0.672557087,-4.356206061,-25.35674425,1.766768306,-6.035054268,-0.504130746,1.409509402,0.89906014,0.89906014,37.16,0,1
58342,-5.143559866,-2.771759267,-5.682932149,2.981849702,-7.459633218,4.937309873,3.528576651,-7.91462872,-0.785317934,-1.082875535,1.443158678,1.208241733,-0.54941007,2.168970219,1.443284725,1.403375721,0.230770084,-0.866507498,-0.184667006,-3.211295904,-3.675875023,-1.023120409,-19.93502514,1.120075156,-5.7852551,-0.67643261,4.139387188,-0.798326128,-0.798326128,4111,0,1
127224,-9.410703097,-15.78223237,-0.646987115,3.533610834,9.08797905,-6.68066955,-11.49685121,-0.89216338,1.321719446,1.331957212,-0.094931826,2.456269094,-0.601960046,1.710716412,-0.369696001,-1.821680612,1.090115461,0.848316902,-1.414250626,5.966793158,2.368389183,-7.417139901,-27.21543637,1.639104954,-5.785209207,-1.299989826,0.574071547,1.545369405,1.545369405,3804.63,0,1
142920,-3.493401186,-3.587228731,0.9176389,1.036722489,10.33395397,-4.04069769,-14.88712937,-4.605247748,1.675288699,0.829046473,0.742669197,2.634716261,-1.274287112,2.167286764,1.732699331,-0.133227235,0.733390549,-1.336191551,-1.63619219,0.166426242,-2.185538114,-1.786317884,-23.22201631,0.309983391,-4.93074976,-0.527102916,1.635560398,0.80004168,0.80004168,880.18,0,1
119713,-20.92489743,-37.94345201,-14.06028125,10.47300536,-10.86663914,6.256654493,14.96052145,-2.392155448,-0.597075588,-5.341248804,0.713032834,1.361296649,1.410760183,2.969936003,1.441114457,1.134211802,0.297531973,1.340820092,-4.392420909,23.64909457,6.829809687,-6.926353331,-9.928656783,-0.447083812,-4.848150814,-2.24162029,-2.140723295,2.001492281,2.001492281,11789.84,0,1
122723,-35.27401023,-34.88934183,-15.07001539,9.211563584,-6.226834539,3.828063083,10.77880519,-6.462003047,6.588394883,4.52427801,3.55663403,1.445126519,3.048210859,-2.463533779,4.97005728,4.516603341,-1.784109618,-3.839299199,0.356393533,-15.59573726,-7.090340281,-4.722185555,-26.42974136,1.765485638,-4.56450618,-0.59462007,1.110847853,-0.714246768,-0.714246768,1676.6,0,1
42951,-23.71283941,-42.17268752,-13.32082468,9.925019365,-13.94553764,5.564891316,15.71064398,-2.844252617,-1.580725008,-5.533255907,1.446694826,0.902675054,1.746979264,2.354130992,0.801598168,2.068474904,1.413407352,0.748319706,-3.637371131,26.23739079,7.921599879,-6.320709562,-11.31033761,0.404175328,-4.547278074,-1.577118176,-2.357384721,2.253662099,2.253662099,12910.93,0,1
43684,-12.61840603,-16.55024758,-7.77953052,2.245843696,-7.609464593,3.51439536,8.250578104,-6.641131689,1.461341741,-3.075528969,1.787452141,1.39559194,0.034811059,1.150723374,1.203438208,1.507356796,-0.473193176,-0.670202851,-0.926335874,-0.226613068,-1.741922945,-2.24023305,-17.53068189,1.204896281,-4.541818952,-0.549850712,4.514515557,-1.273169339,-1.273169339,6511,0,1
146082,-18.06591458,-20.94310322,-4.581047886,4.438972153,7.625661745,-6.19221271,-4.715975492,-3.867423523,3.612216079,4.162775647,1.707524934,1.061153029,1.27866723,-1.614538122,1.178664902,4.028416043,-1.065525221,-3.276074738,3.176858133,-18.59817225,-6.218399271,-0.532113194,-13.27795029,1.603244224,-4.54106873,-0.30165447,10.13559735,-3.783709705,-3.783709705,2687.48,0,1
46253,-21.78066537,-38.30531018,-12.12246907,9.752790921,-12.88079378,4.256017094,14.78505104,-2.818252713,-0.667338087,-5.545589674,1.067549454,0.832725597,1.592165592,2.788521119,2.569519689,2.721505249,-0.613874786,3.490798437,-3.838863333,24.13389419,7.437477869,-5.61943901,-10.54703842,0.653249061,-4.232409195,-0.480459129,-2.25791314,2.082487979,2.082487979,11898.09,0,1
75261,-8.996606984,-10.95019994,-1.546811035,-0.328207278,0.380135937,-2.034444006,-1.890544355,-2.477666932,3.290177695,-1.736664469,1.953592357,2.867269827,0.228724776,0.43244736,0.834785151,0.386056738,-0.085053794,-0.788646662,-1.25784595,-1.120314003,0.549284532,-3.116104757,-20.79442223,1.62511826,-4.221212028,-1.411209222,3.525653715,-0.259237573,-0.259237573,3790.39,0,1
136137,-40.0425375,-38.4308424,-21.27717608,10.5272428,-16.2960905,8.799514734,19.55320023,-6.221784508,6.12132391,2.881454311,3.274573995,1.283746819,3.951390651,-1.887120986,5.126187082,5.998262879,-1.888357176,-3.277844328,0.088992541,-15.69253571,-7.292756603,-3.834798574,-20.03484816,1.575385107,-4.196468293,-0.851794401,0.37515212,-1.178134453,-1.178134453,1676.6,0,1
129400,-2.337697105,-3.260120674,0.401350374,0.709290849,5.950754019,-4.231883181,-7.661738794,-1.944695815,1.92658419,0.867676359,-1.053591988,1.728467257,-0.057168881,0.574479412,-0.359185605,0.419713775,-0.132867105,-1.668211137,-1.278672269,-1.174095189,1.150618881,-4.221597647,-16.98068255,1.586262337,-4.12988471,-0.661416261,1.543295378,0.607904418,0.607904418,1086.18,0,1
143863,-41.92873752,-40.80398122,-22.5887591,11.84470273,-8.729596879,3.281295505,14.20318868,-5.24528605,4.874533319,1.36321271,4.018140554,1.048973255,3.789116208,-3.704008286,5.720478632,6.442797901,1.091949125,-1.417653957,-0.635708383,-14.15762891,-5.862382963,-3.433163716,-21.30366576,1.321750358,-4.084350211,-0.601799212,-2.787338593,-0.816680266,-0.816680266,200,0,1
75207,-3.432602318,-3.110122937,9.382558433,-1.218808445,7.515237745,3.399540476,15.66171569,-18.95801677,15.59499461,23.74513612,6.485095109,-6.765432829,-1.149609912,-18.3920915,3.30440971,-5.883597955,-8.507628438,-2.696213294,0.620848575,1.650178009,-3.177153099,2.766916797,-2.971359048,0.539097106,-3.963453985,-2.068560869,-22.56567932,-11.71089564,-11.71089564,243.26,0,1
51780,-4.717972389,-2.53028464,1.158764319,-1.137891028,2.400274225,-2.360803715,-10.21027412,-8.217370865,-1.659186556,1.019146449,1.058545753,0.931182221,-1.085695189,1.286888348,0.115614079,1.046939823,0.710796766,0.059480724,-1.59991868,-0.446229683,-4.350314895,-0.981905778,-16.17207617,1.425833371,-3.952883113,-0.670333536,2.151620565,0.184006372,0.184006372,1173.87,0,1
132464,-7.161412822,5.244865844,-7.056294959,0.519916358,3.918486016,-2.482684736,-14.9963569,-15.90445107,-1.835893167,-4.195324326,-0.599011938,2.849675689,-3.349199667,3.432775132,-1.566190486,1.768521566,3.985681362,1.689386282,-1.590625735,2.685353381,-7.997421536,2.642809353,-8.535705793,-0.170265581,-3.930720203,-1.005977803,-1.311254187,0.237822208,0.237822208,86.52,0,1
49682,-2.289668689,-0.901199345,2.549729137,2.07630395,9.352863198,-5.706535972,-10.65535757,-1.07729989,1.358461784,2.194281301,-0.98331047,1.294260085,-0.827705344,0.810609242,0.575846449,-1.470110732,1.212439296,-1.42321501,0.473858137,-1.002504401,1.541482162,-2.662340251,-16.13698423,0.550387013,-3.919077159,-0.56016686,1.29298531,0.720959767,0.720959767,2,0,1
142071,-46.8550472,-45.60797256,-18.3209026,13.12914336,0.775717139,-2.695833504,1.087460914,-4.241001581,6.645063132,3.817709964,2.903107795,3.646913603,4.369998379,-0.178066704,5.825654319,6.351853498,-0.638415003,-4.20044341,1.470665221,-23.42017257,-7.852710878,-5.302749127,-27.53364329,2.02381639,-3.856096731,-0.478301993,-4.139268977,13.99968754,13.99968754,303.8,0,1
125869,-1.392087945,0.016807178,-1.47874404,-0.276986597,6.727574726,-4.97703639,-6.394039304,-2.586255652,0.233553618,1.122736593,-0.085862007,0.796709653,-2.224943282,2.134424235,-1.375744166,-0.490619793,-0.039611181,-0.344395255,-0.225739602,-0.16201156,-0.736110638,0.533906408,-9.943659718,0.246134207,-3.773883958,0.388186522,0.515760839,0.41697034,0.41697034,2,0,1
127052,-2.4672281,0.909666633,-2.273164183,-0.266910056,6.16569708,-4.540380953,-7.924215021,-4.734589516,0.001623855,0.717526765,-0.300248548,1.214142797,-2.382589951,2.784784081,-1.48336242,-0.224676787,0.258141252,-0.280396468,-0.425270665,0.48313105,-1.979286578,0.902909782,-9.658516504,0.220902861,-3.768740266,0.378478483,0.461333176,0.450646103,0.450646103,2,0,1
128097,-3.545715348,1.796313958,-3.06703617,-0.255558397,5.608689984,-4.107207864,-9.457402396,-6.881504652,-0.230682104,0.311863849,-0.515088468,1.631834002,-2.540195664,3.435820031,-1.591293124,0.040521148,0.556198506,-0.215388966,-0.625323278,1.136024744,-3.219944829,1.27154447,-9.367137501,0.195118021,-3.762630144,0.368579451,0.403996274,0.485544601,0.485544601,2,0,1
128469,-4.625318295,2.680890572,-3.860725439,-0.243781698,5.053306405,-3.675195557,-10.99159366,-9.027946879,-0.463113461,-0.093950096,-0.730079515,2.049611227,-2.697787726,4.087081349,-1.699327978,0.305470725,0.854357367,-0.150045226,-0.82554974,1.791502132,-4.45976385,1.640056263,-9.073679902,0.169148683,-3.756197879,0.358616753,0.345689626,0.520850677,0.520850677,2,0,1
129070,-5.705428376,3.564525955,-4.654331653,-0.231811799,4.498660788,-3.243710879,-12.52624123,-11.17417415,-0.695601818,-0.499832692,-0.945139256,2.467427553,-2.855373582,4.738445107,-1.807410173,0.570307413,1.152562413,-0.084548651,-1.025855226,2.448153927,-5.699201403,2.008512195,-8.779277487,0.143095482,-3.749619185,0.348625118,0.286942184,0.556342015,0.556342015,2,0,1
138150,-2.824717862,-2.101174704,1.319964971,1.036403272,4.502393083,-2.768096587,-6.941632632,-2.666231455,0.281416273,3.067687214,0.496201616,0.985794652,-0.168990925,0.167920724,0.674293466,-2.345777059,0.974780062,0.968670433,2.492479084,-2.146604044,1.290387968,-3.45182694,-9.932314307,0.205727616,-3.749430011,0.294853959,0.582739285,0.626848577,0.626848577,300.6,0,1
130155,-6.785811531,4.447654521,-5.447893147,-0.21973787,3.944412535,-2.812510308,-14.06113451,-13.32028567,-0.928120867,-0.905752252,-1.160235985,2.885264932,-3.012956096,5.389864026,-1.915517859,0.835083314,1.450792328,-0.01896978,-1.226203261,3.105438095,-6.93843355,2.376938047,-8.484366324,0.116997125,-3.742961645,0.3386179,0.227957391,0.591933111,0.591933111,2,0,1
163637,-0.120551575,-0.371135506,1.070530426,4.186954688,5.595382679,-2.559278474,-7.963080764,-2.185502629,-0.47649981,2.372780394,0.100736959,1.408859991,0.014731763,1.020237022,-0.536611822,1.223331701,-0.78017207,0.224248874,-1.342586182,0.004677375,-0.818515925,0.187377045,-9.478320077,0.100899522,-3.741617539,-0.313580928,0.867777626,0.791817169,0.791817169,1,0,1
167550,-0.770662518,0.510970364,0.334259318,0.018308782,1.72685133,-1.262521702,-2.878934151,-3.535337381,1.124546121,0.75296929,-0.93016386,1.029294674,0.868044992,-0.16283894,0.285026897,-0.030572848,-0.223085805,-0.531009376,0.419757459,-1.033400227,2.94416682,-1.488337002,-3.740615182,0.114597296,-3.687238178,-0.091302599,0.717372343,0.262229862,0.262229862,167.99,0,1
121450,-28.26277483,-26.55151468,-15.93058592,6.945206857,-19.20349682,13.46173678,23.71878301,-9.419314458,5.264772541,2.362487635,4.021343805,-0.229002639,2.788180207,-3.661823513,4.824577426,5.196516056,-2.571067744,-3.977141105,0.900340161,-21.02827171,-8.701340628,-2.932574916,-22.4591702,1.771003496,-3.684736668,-0.106885541,4.071876739,-2.383081342,-2.383081342,4861.64,0,1
138482,-8.031199736,-8.62633596,-5.304734438,1.128119796,-3.249086427,2.849549534,2.058236043,0.018184484,-0.301527243,-0.253916565,0.547964127,0.436783945,0.557615436,0.615494491,0.538625611,1.898088057,0.991256482,-2.401944719,1.182048955,-4.15340344,-1.173048177,-0.294780625,-4.357279172,-0.284994226,-3.642051909,-0.676655871,3.480943519,-3.403856143,-3.403856143,1666.95,0,1
70891,-33.40408161,-38.43681729,-6.478018533,12.69954199,12.78510777,-9.67422139,-10.19343806,-4.180491066,5.88256954,2.705636698,-0.858963774,2.815816898,2.739768413,-0.922051267,2.969389001,3.294011335,-0.009225052,-1.771016645,3.045892071,-15.84145882,-4.111822536,-3.635183345,-22.57500044,2.070944711,-3.640055333,-0.01690082,9.200882567,-5.944923121,-5.944923121,1235.79,0,1
119721,-2.783371471,-1.867986215,0.836729604,2.105429974,6.939171691,-4.747627001,-7.575202024,-2.954866724,0.728757318,1.870267765,-0.531138005,1.083297672,-0.009268712,0.806380322,1.557362096,-1.33333048,1.001216249,-1.102001202,2.557714562,-0.504045056,-1.764069655,-1.02954809,-8.961733183,0.574195183,-3.638157539,0.29830091,1.07265249,0.129166633,0.129166633,2.68,0,1
133075,-2.964287119,-1.616387366,-3.643026964,-3.187788568,8.106065744,-1.234498865,-7.943576581,-1.779739029,-1.195024919,3.242169086,-0.60985122,0.218602555,-0.249351049,1.170210302,-1.040840153,-1.226434887,0.858772488,-1.140640317,-1.44469497,-0.759964247,-1.183942425,0.201310265,-10.93450802,1.361676272,-3.628963175,-0.362426185,1.241540866,1.060847547,1.060847547,210,0,1
121466,-7.339007882,-3.880398642,-7.440496784,0.005757297,-4.022370047,3.353393895,1.755877065,-13.41149066,-0.139337194,-2.024238032,0.180527218,0.129513452,-3.095281964,2.470850244,-1.012294825,2.416267257,-0.819002578,-0.697157582,-1.079556421,-4.909465177,-6.99938183,1.955672796,-9.361175907,1.365380524,-3.574514514,1.082744237,3.94996332,-0.496934478,-0.496934478,2717,0,1
164356,-2.032113577,-1.678620793,0.513397644,-1.067263617,8.581341475,-3.798087747,-8.392627954,-2.432598193,-0.421611329,1.267110575,-0.826045833,1.026098374,-0.577464921,0.97889909,-0.354005222,-3.009635459,1.172782011,-1.456122367,-2.7727828,-0.704793353,-1.443070394,-1.136063101,-11.98982135,0.300963975,-3.57080408,0.153254507,0.641457286,0.329911097,0.329911097,22,0,1
145689,-3.063398858,-0.011236595,-2.421518579,-0.058753865,-1.809794416,1.578373832,-1.166556572,-8.06576742,-0.0322862,-1.069391029,0.233091482,0.874798957,-1.846723216,1.618841104,-0.944192003,1.031619711,-0.173472918,-0.520497419,-0.168966949,-1.501759995,-1.779402824,-1.369611148,-10.21283358,0.316438149,-3.561239133,0.062716598,2.075825697,-0.113921844,-0.113921844,1668.7,0,1
148008,-40.47014184,-37.52043158,-17.47442137,11.42780949,-4.336937308,0.456246068,2.113722241,-6.3951061,4.252881142,0.794049148,1.936975627,3.50595107,3.85601302,1.719664064,5.685899052,5.720320216,0.128214013,-1.762870417,0.296076837,-16.56795611,-0.649426782,-4.065762424,-20.75735805,0.810500154,-3.477981167,-0.608198728,2.47959143,-1.13332037,-1.13332037,157.43,0,1
